edad;sexo;actividad;comuna
21;mujer;comercio;13
29;hombre;comercio;7
29;hombre;servicios;1
30;hombre;produccion;1
28;mujer;comercio;90
29;hombre;comercio;3
30;mujer;comercio;5
29;mujer;comercio;9
29;hombre;comercio;13
28;mujer;servicios;7
29;mujer;comercio;7
29;hombre;produccion;6
29;mujer;produccion;13
30;hombre;servicios;4
30;mujer;servicios;1
30;mujer;servicios;1
29;hombre;produccion;5
27;mujer;comercio;8
28;mujer;comercio;8
29;mujer;comercio;8
27;mujer;servicios;4
28;mujer;comercio;4
28;mujer;comercio;2
26;mujer;comercio;3
28;mujer;comercio;4
29;mujer;comercio;4
28;hombre;servicios;6
29;mujer;servicios;4
28;mujer;comercio;6
28;mujer;comercio;6
26;mujer;comercio;5
28;mujer;comercio;5
28;mujer;comercio;5
27;hombre;comercio;4
28;mujer;comercio;4
29;mujer;comercio;4
29;hombre;comercio;13
26;mujer;servicios;1
29;mujer;servicios;1
27;hombre;servicios;7
29;hombre;servicios;7
28;mujer;comercio;3
28;hombre;comercio;1
27;mujer;comercio;5
26;hombre;produccion;5
28;hombre;servicios;60
28;hombre;comercio;5
28;hombre;comercio;1
28;mujer;servicios;5
27;hombre;comercio;1
27;hombre;servicios;1
25;mujer;produccion;7
25;hombre;comercio;16
26;mujer;comercio;10
27;mujer;produccion;1
27;mujer;comercio;5
28;mujer;comercio;9
27;hombre;comercio;7
25;hombre;servicios;1
32;mujer;comercio;12
30;hombre;produccion;7
31;hombre;produccion;7
30;mujer;produccion;12
31;hombre;comercio;13
33;hombre;comercio;13
30;hombre;comercio;13
31;mujer;comercio;4
29;mujer;comercio;9
31;mujer;comercio;13
31;hombre;comercio;2
31;mujer;produccion;7
32;mujer;comercio;13
29;hombre;produccion;13
26;mujer;produccion;8
31;mujer;comercio;8
31;mujer;comercio;5
31;hombre;comercio;10
30;hombre;servicios;13
32;hombre;servicios;1
29;mujer;produccion;4
30;mujer;servicios;13
29;mujer;comercio;5
28;mujer;comercio;1
29;mujer;produccion;7
31;hombre;comercio;13
30;mujer;produccion;13
30;hombre;produccion;13
28;mujer;comercio;13
29;mujer;comercio;13
29;mujer;produccion;4
31;mujer;comercio;7
28;hombre;comercio;90
28;mujer;comercio;7
27;mujer;comercio;90
29;mujer;comercio;7
30;mujer;produccion;9
30;mujer;comercio;3
30;mujer;produccion;1
27;mujer;comercio;12
29;mujer;comercio;13
30;hombre;produccion;2
31;mujer;produccion;1
31;mujer;comercio;13
45;mujer;produccion;3
29;hombre;comercio;10
30;mujer;comercio;10
30;mujer;comercio;5
30;hombre;comercio;7
31;hombre;comercio;7
30;hombre;produccion;3
31;hombre;produccion;3
29;mujer;servicios;1
31;mujer;servicios;2
29;mujer;comercio;13
30;mujer;comercio;13
31;mujer;comercio;4
31;mujer;servicios;3
29;mujer;comercio;7
30;mujer;comercio;80
30;mujer;comercio;3
29;mujer;comercio;6
29;mujer;produccion;4
32;mujer;comercio;9
29;hombre;comercio;1
29;mujer;comercio;1
28;mujer;servicios;1
28;hombre;produccion;9
30;hombre;comercio;1
30;mujer;comercio;3
29;mujer;servicios;60
29;mujer;comercio;4
29;mujer;comercio;5
30;mujer;produccion;6
28;mujer;comercio;1
27;mujer;servicios;9
28;mujer;comercio;13
29;hombre;produccion;9
29;mujer;comercio;4
27;mujer;comercio;90
28;mujer;comercio;60
29;mujer;comercio;60
29;hombre;comercio;4
30;mujer;servicios;7
27;mujer;comercio;3
29;mujer;comercio;4
27;hombre;servicios;4
29;mujer;servicios;3
27;mujer;servicios;9
43;hombre;comercio;16
29;hombre;comercio;2
29;hombre;comercio;4
27;mujer;servicios;4
42;mujer;comercio;4
28;mujer;comercio;4
28;mujer;comercio;4
29;mujer;comercio;4
29;mujer;servicios;2
26;hombre;comercio;7
28;mujer;produccion;3
27;hombre;servicios;4
27;mujer;comercio;6
27;mujer;servicios;1
28;hombre;comercio;4
27;mujer;servicios;4
27;hombre;comercio;1
27;hombre;comercio;10
27;mujer;produccion;7
27;hombre;servicios;4
25;hombre;comercio;4
27;mujer;comercio;3
28;mujer;comercio;3
26;mujer;comercio;4
26;mujer;comercio;4
27;mujer;servicios;4
26;mujer;comercio;4
27;hombre;comercio;9
26;mujer;comercio;3
28;hombre;comercio;1
27;mujer;comercio;10
26;hombre;comercio;6
28;mujer;comercio;13
47;hombre;servicios;12
28;mujer;comercio;4
26;mujer;servicios;3
26;mujer;comercio;4
25;mujer;comercio;4
26;mujer;servicios;4
25;mujer;servicios;1
27;mujer;comercio;1
25;hombre;servicios;1
27;hombre;servicios;1
26;mujer;comercio;11
27;mujer;comercio;4
20;hombre;comercio;4
25;mujer;servicios;8
27;hombre;comercio;1
25;mujer;servicios;8
27;mujer;servicios;8
27;hombre;comercio;16
27;hombre;comercio;4
27;mujer;comercio;1
24;mujer;comercio;4
24;hombre;comercio;15
25;hombre;comercio;15
25;mujer;comercio;6
27;mujer;comercio;5
26;mujer;servicios;4
26;mujer;comercio;6
26;hombre;comercio;5
32;hombre;comercio;80
30;hombre;servicios;80
29;hombre;servicios;2
32;mujer;servicios;6
41;hombre;comercio;3
28;mujer;comercio;3
30;mujer;comercio;16
30;hombre;comercio;13
31;hombre;comercio;9
30;mujer;comercio;1
29;hombre;servicios;15
30;hombre;produccion;3
30;mujer;comercio;80
30;mujer;comercio;13
30;hombre;produccion;10
28;mujer;produccion;8
31;mujer;comercio;1
40;hombre;produccion;1
29;mujer;comercio;4
29;mujer;servicios;12
28;mujer;comercio;4
29;hombre;comercio;80
27;hombre;servicios;80
28;hombre;servicios;80
23;hombre;produccion;10
29;hombre;comercio;10
26;hombre;servicios;80
28;hombre;comercio;80
29;mujer;servicios;10
26;mujer;produccion;80
28;hombre;servicios;3
28;mujer;servicios;13
27;mujer;comercio;11
27;hombre;produccion;2
27;hombre;comercio;10
25;mujer;comercio;80
25;hombre;comercio;80
27;hombre;comercio;80
25;hombre;produccion;10
24;mujer;comercio;7
24;mujer;comercio;4
25;mujer;servicios;10
45;mujer;comercio;80
32;mujer;comercio;3
22;mujer;servicios;80
22;hombre;produccion;9
23;mujer;servicios;80
23;mujer;servicios;80
43;mujer;comercio;80
21;mujer;comercio;80
21;mujer;comercio;80
20;mujer;comercio;80
22;hombre;comercio;80
20;mujer;comercio;1
20;hombre;comercio;13
21;mujer;produccion;1
22;mujer;servicios;80
30;mujer;produccion;13
32;hombre;servicios;60
31;mujer;produccion;60
62;mujer;produccion;5
31;hombre;servicios;7
30;hombre;produccion;7
31;mujer;servicios;1
29;mujer;comercio;6
29;hombre;servicios;60
30;mujer;comercio;50
30;hombre;servicios;7
31;mujer;servicios;60
31;hombre;servicios;60
31;hombre;servicios;60
31;mujer;comercio;60
31;mujer;comercio;60
29;hombre;comercio;7
31;mujer;comercio;13
30;mujer;comercio;60
31;hombre;comercio;5
54;mujer;comercio;7
30;hombre;produccion;13
30;mujer;comercio;7
30;mujer;comercio;7
30;mujer;comercio;1
31;mujer;produccion;6
33;hombre;comercio;13
31;hombre;comercio;60
29;mujer;produccion;13
28;hombre;comercio;60
29;mujer;comercio;4
29;hombre;comercio;60
30;mujer;comercio;60
28;mujer;produccion;7
29;mujer;comercio;7
30;mujer;comercio;60
28;hombre;produccion;13
28;mujer;comercio;13
29;hombre;comercio;13
29;hombre;comercio;6
29;mujer;servicios;7
27;hombre;servicios;5
29;hombre;servicios;7
26;mujer;servicios;13
28;mujer;servicios;13
29;hombre;produccion;13
28;hombre;comercio;10
29;mujer;comercio;7
28;mujer;produccion;60
29;hombre;comercio;60
28;mujer;comercio;7
26;hombre;servicios;60
28;hombre;servicios;7
29;hombre;comercio;6
29;mujer;comercio;4
27;mujer;produccion;7
28;mujer;comercio;9
27;mujer;servicios;15
27;mujer;comercio;7
27;mujer;comercio;7
26;mujer;comercio;15
26;hombre;comercio;4
27;hombre;comercio;13
25;mujer;servicios;5
26;mujer;comercio;5
27;mujer;produccion;1
26;hombre;servicios;13
26;mujer;servicios;60
26;mujer;produccion;6
25;mujer;servicios;13
27;mujer;comercio;7
27;mujer;produccion;6
27;hombre;produccion;1
25;mujer;comercio;60
26;mujer;comercio;60
26;hombre;comercio;10
27;hombre;comercio;8
26;mujer;comercio;7
25;mujer;comercio;60
25;hombre;servicios;13
49;hombre;servicios;10
25;hombre;comercio;7
25;mujer;comercio;7
25;mujer;produccion;60
25;mujer;comercio;7
26;mujer;comercio;60
27;mujer;comercio;60
26;hombre;servicios;7
26;mujer;servicios;12
24;mujer;servicios;15
27;hombre;servicios;60
28;hombre;comercio;13
27;mujer;comercio;7
23;hombre;servicios;7
24;mujer;comercio;7
26;hombre;servicios;7
26;mujer;servicios;13
24;hombre;produccion;7
26;hombre;comercio;13
26;mujer;comercio;60
23;mujer;comercio;7
25;hombre;servicios;5
26;mujer;comercio;60
23;mujer;produccion;7
25;hombre;comercio;11
29;hombre;servicios;13
31;mujer;comercio;9
47;hombre;servicios;13
33;hombre;comercio;9
32;mujer;servicios;13
31;hombre;comercio;80
29;hombre;produccion;90
33;mujer;servicios;4
29;hombre;servicios;10
44;hombre;comercio;6
32;hombre;produccion;60
34;mujer;comercio;60
25;hombre;comercio;10
55;mujer;comercio;4
44;hombre;comercio;4
23;hombre;comercio;60
27;mujer;comercio;12
26;mujer;comercio;60
28;mujer;comercio;60
25;hombre;comercio;10
27;mujer;comercio;4
25;hombre;comercio;4
24;hombre;comercio;4
27;mujer;comercio;9
27;mujer;comercio;3
26;hombre;produccion;6
25;hombre;servicios;1
26;mujer;comercio;8
25;mujer;servicios;8
24;hombre;comercio;9
25;hombre;comercio;9
26;hombre;comercio;2
24;hombre;comercio;9
27;hombre;comercio;4
26;hombre;servicios;13
24;hombre;comercio;1
25;mujer;comercio;3
24;mujer;comercio;8
25;mujer;comercio;8
23;mujer;comercio;9
24;mujer;comercio;8
24;mujer;comercio;3
20;mujer;comercio;7
20;mujer;produccion;1
20;mujer;comercio;8
22;mujer;comercio;6
22;mujer;produccion;8
21;mujer;comercio;5
19;mujer;comercio;4
21;mujer;comercio;4
20;mujer;comercio;4
20;mujer;comercio;7
20;mujer;comercio;8
27;mujer;produccion;2
42;hombre;comercio;1
27;hombre;servicios;1
26;mujer;comercio;1
26;hombre;servicios;7
25;mujer;servicios;4
44;mujer;produccion;9
21;hombre;comercio;1
24;mujer;servicios;2
24;mujer;servicios;1
27;mujer;comercio;4
26;hombre;comercio;1
26;mujer;comercio;10
29;hombre;produccion;13
29;mujer;comercio;12
26;hombre;comercio;4
28;hombre;comercio;10
29;mujer;comercio;13
28;mujer;comercio;13
27;mujer;comercio;13
26;mujer;comercio;10
28;hombre;servicios;11
28;mujer;comercio;12
26;mujer;comercio;3
28;hombre;comercio;5
28;mujer;comercio;13
27;mujer;produccion;13
26;hombre;comercio;4
28;hombre;comercio;10
27;hombre;comercio;7
28;hombre;comercio;7
25;hombre;produccion;13
26;mujer;comercio;5
28;mujer;comercio;13
28;hombre;comercio;8
26;hombre;servicios;13
27;hombre;servicios;13
24;hombre;servicios;10
27;mujer;comercio;10
27;hombre;servicios;13
27;hombre;servicios;11
26;mujer;comercio;1
26;mujer;comercio;9
26;mujer;comercio;13
25;hombre;servicios;13
25;mujer;comercio;13
27;hombre;servicios;13
27;mujer;comercio;13
26;mujer;comercio;9
27;mujer;comercio;2
27;mujer;servicios;2
27;mujer;comercio;13
28;mujer;comercio;16
35;hombre;comercio;13
26;hombre;produccion;13
53;hombre;produccion;8
27;mujer;comercio;6
24;hombre;produccion;7
25;hombre;comercio;11
64;hombre;comercio;6
25;mujer;comercio;13
26;mujer;comercio;13
25;hombre;comercio;10
25;mujer;produccion;9
27;hombre;comercio;4
26;mujer;servicios;3
26;mujer;comercio;3
26;mujer;servicios;1
25;hombre;produccion;3
24;mujer;comercio;4
26;hombre;comercio;8
26;mujer;servicios;15
23;mujer;comercio;9
25;hombre;produccion;9
24;hombre;comercio;4
23;mujer;comercio;7
26;hombre;servicios;13
26;mujer;comercio;4
25;mujer;comercio;13
25;mujer;servicios;13
26;mujer;servicios;1
24;mujer;servicios;7
24;mujer;servicios;7
24;mujer;servicios;3
25;hombre;servicios;13
26;mujer;servicios;13
24;mujer;produccion;13
23;mujer;comercio;1
25;mujer;comercio;13
25;mujer;comercio;7
22;mujer;produccion;13
25;mujer;comercio;16
26;mujer;comercio;7
23;mujer;servicios;8
23;mujer;comercio;16
25;mujer;servicios;3
23;hombre;produccion;13
22;mujer;comercio;7
23;mujer;comercio;10
22;hombre;servicios;1
24;mujer;comercio;13
21;mujer;comercio;8
23;mujer;comercio;8
21;mujer;servicios;4
24;mujer;servicios;10
21;mujer;produccion;13
24;mujer;comercio;7
22;mujer;produccion;7
23;mujer;produccion;7
21;mujer;servicios;12
22;mujer;comercio;4
22;mujer;servicios;12
23;mujer;comercio;12
21;hombre;servicios;13
23;hombre;servicios;13
23;hombre;comercio;2
23;mujer;comercio;9
20;mujer;comercio;12
21;hombre;comercio;13
23;mujer;comercio;13
23;mujer;comercio;4
24;mujer;comercio;13
22;hombre;servicios;6
21;mujer;comercio;4
21;hombre;servicios;7
23;hombre;servicios;16
21;hombre;servicios;13
21;mujer;comercio;13
23;mujer;comercio;13
22;mujer;comercio;10
41;mujer;comercio;1
40;hombre;comercio;15
22;mujer;produccion;4
58;hombre;produccion;4
20;mujer;servicios;13
22;mujer;comercio;13
20;hombre;comercio;9
20;mujer;servicios;90
20;mujer;comercio;13
22;mujer;comercio;13
21;mujer;comercio;7
54;mujer;comercio;10
22;mujer;comercio;7
21;mujer;servicios;13
20;mujer;servicios;13
20;mujer;comercio;7
20;hombre;servicios;12
21;hombre;comercio;13
21;mujer;comercio;2
21;hombre;servicios;7
22;mujer;comercio;13
22;mujer;produccion;6
20;hombre;produccion;4
20;mujer;servicios;16
20;hombre;comercio;13
21;hombre;servicios;7
19;mujer;comercio;3
20;hombre;comercio;9
20;mujer;comercio;13
19;mujer;comercio;5
20;mujer;comercio;5
21;mujer;servicios;6
20;mujer;comercio;6
20;mujer;comercio;12
20;mujer;comercio;3
19;mujer;comercio;12
21;mujer;servicios;1
18;mujer;comercio;13
20;mujer;produccion;7
19;mujer;produccion;13
20;hombre;comercio;13
19;hombre;comercio;11
20;hombre;comercio;11
19;mujer;comercio;14
20;mujer;produccion;13
19;hombre;comercio;2
19;mujer;produccion;4
19;mujer;comercio;13
19;mujer;comercio;10
19;mujer;comercio;2
19;mujer;produccion;13
19;mujer;comercio;4
26;mujer;comercio;4
26;mujer;servicios;1
28;hombre;comercio;16
28;hombre;comercio;14
27;mujer;servicios;16
27;mujer;produccion;16
27;hombre;servicios;16
27;hombre;comercio;10
27;mujer;servicios;16
27;mujer;comercio;13
26;mujer;comercio;10
60;mujer;comercio;7
25;hombre;comercio;90
27;hombre;comercio;16
27;mujer;servicios;13
27;hombre;comercio;7
27;hombre;servicios;16
24;mujer;comercio;9
25;mujer;produccion;90
27;mujer;produccion;16
27;mujer;comercio;10
26;hombre;comercio;1
27;hombre;comercio;4
25;hombre;servicios;1
25;mujer;comercio;12
26;mujer;comercio;6
26;mujer;servicios;13
25;hombre;comercio;13
25;mujer;comercio;10
25;hombre;comercio;9
25;mujer;comercio;16
24;hombre;produccion;16
25;mujer;comercio;9
23;hombre;comercio;4
48;hombre;comercio;10
23;mujer;servicios;90
24;mujer;comercio;16
25;hombre;produccion;13
24;mujer;comercio;16
22;hombre;comercio;16
23;hombre;comercio;13
23;mujer;produccion;15
51;mujer;produccion;7
22;mujer;comercio;7
25;mujer;comercio;7
22;mujer;comercio;16
24;mujer;comercio;13
23;mujer;comercio;4
23;hombre;comercio;16
23;mujer;comercio;16
23;hombre;servicios;16
21;mujer;produccion;10
23;mujer;comercio;8
37;hombre;comercio;10
21;hombre;servicios;90
23;hombre;comercio;16
23;mujer;comercio;3
23;mujer;comercio;3
21;hombre;comercio;9
23;hombre;comercio;4
21;mujer;comercio;9
21;hombre;comercio;90
22;hombre;comercio;5
21;mujer;servicios;9
22;mujer;produccion;1
22;hombre;servicios;16
21;mujer;servicios;1
20;hombre;produccion;15
22;mujer;comercio;16
20;mujer;comercio;16
21;hombre;comercio;4
36;mujer;servicios;16
23;mujer;produccion;90
21;hombre;servicios;4
20;mujer;comercio;16
19;hombre;comercio;13
21;mujer;servicios;9
19;mujer;comercio;16
26;hombre;produccion;4
19;hombre;comercio;15
20;hombre;comercio;16
35;hombre;servicios;16
19;mujer;comercio;15
27;hombre;comercio;10
25;mujer;produccion;5
25;mujer;comercio;13
27;mujer;produccion;1
26;mujer;produccion;1
27;hombre;comercio;9
27;mujer;servicios;9
25;hombre;comercio;13
27;mujer;servicios;3
26;hombre;comercio;4
27;hombre;servicios;5
25;hombre;comercio;4
24;hombre;servicios;7
26;hombre;servicios;7
25;hombre;produccion;8
27;hombre;comercio;16
26;mujer;comercio;16
27;mujer;produccion;9
26;mujer;servicios;7
26;hombre;servicios;2
26;mujer;comercio;16
25;hombre;servicios;2
27;mujer;comercio;2
24;mujer;produccion;4
25;hombre;comercio;5
26;mujer;produccion;2
24;hombre;produccion;6
26;mujer;comercio;3
49;hombre;produccion;4
24;mujer;comercio;4
26;mujer;comercio;5
25;mujer;produccion;5
27;mujer;comercio;5
24;mujer;produccion;13
24;mujer;comercio;4
26;mujer;produccion;1
25;mujer;servicios;11
25;hombre;produccion;7
24;mujer;comercio;5
26;mujer;comercio;9
25;mujer;comercio;6
25;mujer;comercio;6
25;mujer;produccion;10
25;mujer;servicios;2
25;hombre;comercio;6
25;hombre;produccion;6
26;hombre;comercio;1
25;mujer;comercio;7
23;hombre;comercio;5
25;mujer;comercio;7
24;mujer;servicios;16
23;mujer;comercio;2
24;mujer;comercio;2
23;hombre;comercio;7
25;hombre;produccion;5
23;mujer;comercio;5
25;hombre;comercio;2
23;mujer;comercio;7
23;hombre;comercio;6
24;hombre;comercio;2
22;hombre;comercio;6
24;mujer;comercio;7
38;mujer;servicios;5
22;mujer;comercio;6
24;mujer;comercio;13
23;mujer;servicios;5
23;mujer;servicios;10
58;mujer;comercio;5
22;mujer;comercio;3
23;mujer;comercio;1
23;mujer;produccion;10
24;mujer;produccion;6
24;mujer;servicios;5
23;mujer;servicios;5
23;mujer;comercio;6
22;mujer;comercio;8
23;hombre;produccion;6
23;mujer;produccion;4
23;mujer;servicios;16
21;mujer;comercio;5
23;mujer;comercio;5
22;mujer;comercio;6
23;mujer;servicios;5
22;mujer;comercio;7
22;hombre;comercio;11
25;hombre;comercio;4
35;hombre;comercio;1
21;hombre;comercio;5
20;hombre;comercio;12
26;mujer;comercio;1
21;hombre;servicios;4
21;mujer;comercio;2
67;mujer;comercio;9
22;hombre;servicios;7
22;hombre;servicios;5
23;mujer;produccion;13
22;mujer;servicios;2
20;hombre;servicios;5
22;hombre;comercio;5
20;hombre;comercio;5
22;hombre;servicios;5
21;hombre;servicios;5
19;hombre;servicios;5
21;hombre;comercio;6
22;mujer;comercio;4
20;mujer;comercio;90
21;mujer;comercio;6
22;hombre;comercio;5
22;mujer;produccion;5
20;hombre;servicios;6
22;mujer;comercio;5
21;mujer;produccion;4
19;mujer;servicios;5
21;hombre;comercio;5
19;mujer;comercio;7
20;hombre;comercio;6
21;mujer;comercio;2
20;mujer;comercio;5
20;mujer;servicios;6
21;mujer;comercio;90
18;mujer;comercio;6
19;mujer;comercio;10
19;hombre;comercio;6
19;mujer;servicios;6
19;mujer;comercio;5
19;mujer;comercio;5
50;mujer;produccion;6
18;mujer;servicios;7
61;mujer;servicios;16
19;mujer;servicios;7
19;hombre;comercio;6
19;mujer;produccion;1
19;hombre;servicios;2
18;mujer;servicios;7
29;mujer;comercio;15
19;hombre;comercio;9
18;hombre;servicios;1
26;mujer;comercio;16
21;hombre;comercio;13
21;mujer;comercio;60
18;mujer;comercio;4
20;hombre;comercio;7
21;mujer;comercio;7
26;hombre;produccion;15
26;mujer;servicios;1
26;mujer;comercio;2
24;mujer;comercio;13
27;mujer;comercio;1
25;hombre;servicios;3
25;mujer;comercio;4
23;mujer;comercio;5
26;mujer;servicios;1
26;hombre;servicios;80
26;mujer;comercio;1
25;hombre;servicios;4
26;hombre;servicios;4
25;mujer;comercio;4
28;mujer;comercio;3
26;mujer;comercio;4
43;hombre;servicios;2
25;mujer;servicios;6
26;mujer;comercio;4
25;mujer;servicios;3
25;hombre;servicios;4
25;mujer;comercio;7
